movie_date,movie_name,movie_url
"日期：2019-10-05 00:31:44 
点击：0 ",2019年动作喜剧《优步危机》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20191005/59200.html
"日期：2019-10-03 22:06:37 
点击：0 ",2019年动作《最长一枪》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20191003/59198.html
"日期：2019-10-03 21:57:17 
点击：0 ",2019年剧情战争《拯救列宁格勒》BD俄语中字,https://www.dytt8.net/html/gndy/dyzz/20191003/59197.html
"日期：2019-10-02 21:40:11 
点击：0 ",2019年剧情《烈火英雄》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20191002/59195.html
"日期：2019-10-01 22:50:29 
点击：0 ",2019年剧情《银河补习班》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20191001/59188.html
"日期：2019-10-01 22:47:40 
点击：0 ",2019年姚晨剧情《送我上青云》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20191001/59187.html
"日期：2019-10-01 22:32:39 
点击：0 ",2019年剧情《深夜食堂电影版》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20191001/59186.html
"日期：2019-10-01 09:55:08 
点击：0 ",2019年动作《速度与激情：特别行动》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20191001/59185.html
"日期：2019-10-01 09:52:54 
点击：0 ",2019年动画喜剧《玩具总动员4》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20191001/59184.html
"日期：2019-09-30 22:59:32 
点击：0 ",2019年恐怖动作《阴曹使者》HD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190930/59183.html
"日期：2019-09-29 12:50:50 
点击：0 ",2019年科幻动作《蜘蛛侠：英雄远征》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190930/59178.html
"日期：2019-09-29 02:15:03 
点击：0 ",2019年悬疑剧情《假面饭店》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190930/59177.html
"日期：2019-09-28 11:08:47 
点击：0 ",2019年动作《沉默的证人》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20190929/59176.html
"日期：2019-09-28 01:13:28 
点击：0 ",2019年悬疑科幻《月影杀痕》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190929/59175.html
"日期：2019-09-27 16:21:10 
点击：0 ",2019年科幻动作《毁灭战士：灭绝》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190928/59173.html
"日期：2019-09-27 16:09:08 
点击：0 ",2019年悬疑恐怖《仲夏夜惊魂/仲夏噩梦》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190927/59172.html
"日期：2019-09-26 17:37:46 
点击：0 ",2019年成龙奇幻动作《龙牌之谜》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20190926/59169.html
"日期：2019-09-26 00:27:32 
点击：0 ",2019年惊悚恐怖《巨鳄风暴》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190926/59168.html
"日期：2019-09-25 20:59:53 
点击：0 ",2019年动作《速度与激情：特别行动》HD韩版中字,https://www.dytt8.net/html/gndy/dyzz/20190926/59166.html
"日期：2019-09-25 01:20:44 
点击：0 ",2019年科幻《宝莱坞机器人2.0：重生归来》BD中字,https://www.dytt8.net/html/gndy/dyzz/20190925/59165.html
"日期：2019-09-24 21:06:03 
点击：0 ",2019年惊悚动作《与魔鬼同行》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190925/59164.html
"日期：2019-09-24 20:59:35 
点击：0 ",2019年周迅吴镇宇悬疑《保持沉默》HD国语中英双字[1080p],https://www.dytt8.net/html/gndy/dyzz/20190925/59163.html
"日期：2019-09-24 11:50:07 
点击：0 ",2018年奇幻爱情《美丽吸血鬼》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190925/59162.html
"日期：2019-09-24 00:47:44 
点击：0 ",2019年周迅吴镇宇悬疑《保持沉默》HD国语中英双字[2160p],https://www.dytt8.net/html/gndy/dyzz/20190924/59161.html
"日期：2019-09-22 01:53:50 
点击：0 ",2019年悬疑惊悚《红雀特工》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190923/59154.html
"日期：2019-09-22 01:51:33 
点击：0 ",2018年悬疑剧情《检察方的罪人》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190923/59153.html
"日期：2019-09-21 10:54:21 
点击：0 ",2019年动作《局内人2》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190922/59151.html
"日期：2019-09-21 01:25:49 
点击：0 ",2019年悬疑恐怖《安娜贝尔3：回家》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190922/59150.html
"日期：2019-09-21 00:24:42 
点击：0 ",2019年动作《使徒行者2.谍影行动》HD国粤双语中字,https://www.dytt8.net/html/gndy/dyzz/20190921/59147.html
"日期：2019-09-19 10:17:27 
点击：0 ",2019年动作《使徒行者2：谍影行动》HD国语中字,https://www.dytt8.net/html/gndy/dyzz/20190920/59143.html
"日期：2019-09-18 23:47:09 
点击：0 ",2019年动画喜剧《玩具总动员4》HD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190918/59138.html
"日期：2019-09-18 23:39:17 
点击：0 ",2019年喜剧《女孩我最高》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190918/59137.html
"日期：2019-09-17 02:59:24 
点击：0 ",2019年音乐喜剧《昨日奇迹》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190918/59136.html
"日期：2019-09-16 02:57:14 
点击：0 ",2019年剧情战争《凤梧洞战斗》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190917/59130.html
"日期：2019-09-15 01:06:19 
点击：0 ",2019年科幻动作《X战警：黑凤凰》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190916/59126.html
"日期：2019-09-15 01:03:48 
点击：0 ",2019年恐怖《鬼娃回魂》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190916/59125.html
"日期：2019-09-14 10:03:48 
点击：0 ",2019年喜剧《鼠胆英雄》HD国语中字,https://www.dytt8.net/html/gndy/dyzz/20190915/59116.html
"日期：2019-09-14 02:02:37 
点击：0 ",2019年动作《绝地隧战》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190915/59115.html
"日期：2019-09-12 11:30:31 
点击：0 ",2019年科幻动作《蜘蛛侠：英雄远征》HD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190913/59112.html
"日期：2019-09-12 00:46:00 
点击：0 ",2019年惊悚动作《安娜》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190912/59111.html
"日期：2019-09-11 10:41:25 
点击：0 ",2019年动作喜剧《极限逃生》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190912/59110.html
"日期：2019-09-11 01:42:46 
点击：0 ",2019年获奖剧情《三太太/小三妻/落红》BD中字,https://www.dytt8.net/html/gndy/dyzz/20190912/59109.html
"日期：2019-09-10 01:41:05 
点击：0 ",2019年剧情《患难兄弟情》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190911/59108.html
"日期：2019-09-10 01:38:54 
点击：0 ",2019年惊悚剧情《失控》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190911/59107.html
"日期：2019-09-09 11:25:11 
点击：0 ",2019年动画喜剧《丑娃娃》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190910/59104.html
"日期：2019-09-09 01:21:36 
点击：0 ",2018年喜剧《我的冤家是条狗》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190910/59103.html
"日期：2019-09-08 19:17:14 
点击：0 ",2019年恐怖《妖法》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190908/59082.html
"日期：2019-09-08 18:57:52 
点击：0 ",2019年动作喜剧《女警/女警探》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190908/59081.html
"日期：2019-09-07 22:03:59 
点击：0 ",2019年剧情《计划外》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190907/59080.html
"日期：2019-09-06 01:28:44 
点击：0 ",2019年爱情喜剧《邻居同居2LDK》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190907/59077.html
"日期：2019-09-06 01:25:04 
点击：0 ",2019年科幻《人工性智能》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190907/59076.html
"日期：2019-09-05 14:28:51 
点击：0 ",2018年动画《小学生老板娘》BD日语中英双字,https://www.dytt8.net/html/gndy/dyzz/20190905/59073.html
"日期：2019-09-04 17:25:09 
点击：0 ",2018年动作战争《T-34坦克》BD俄语中字,https://www.dytt8.net/html/gndy/dyzz/20190904/59069.html
"日期：2019-09-02 20:20:09 
点击：0 ",2019年奇幻喜剧《大侦探皮卡丘》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190903/59058.html
"日期：2019-09-02 10:16:03 
点击：0 ",2019年恐怖《丧尸未逝》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190903/59057.html
"日期：2019-09-02 02:39:37 
点击：0 ",2019年动作《九龙不败》BD国粤双语中字,https://www.dytt8.net/html/gndy/dyzz/20190903/59056.html
"日期：2019-09-01 02:38:05 
点击：0 ",2019年惊悚《学园孤岛真人版》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190902/59051.html
"日期：2019-09-01 02:35:47 
点击：0 ",2019年奇幻剧情《福尔图娜之瞳》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190902/59050.html
"日期：2019-08-31 23:56:08 
点击：0 ",2018年剧情《边山》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190901/59048.html
"日期：2019-08-31 23:53:49 
点击：0 ",2019年纪录片《美国工厂》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190831/59047.html
"日期：2019-08-30 12:25:38 
点击：0 ",2019年科幻动作《X战警：黑凤凰》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190831/59044.html
"日期：2019-08-30 10:54:50 
点击：0 ",2019年动作《姐姐/复仇血天使》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190831/59043.html
"日期：2019-08-29 12:36:47 
点击：0 ",2019年科幻《上海堡垒》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20190830/59040.html
"日期：2019-08-29 11:34:53 
点击：0 ",2019年剧情《陪审员》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190830/59039.html
"日期：2019-08-28 21:23:13 
点击：0 ",2019年喜剧《高材生/优等生》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190829/59034.html
"日期：2019-08-28 11:20:54 
点击：0 ",2019年惊悚动作《最后一步/冷血遗产》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190829/59033.html
"日期：2019-08-24 23:56:30 
点击：0 ",2019年动画《精灵宝可梦：大家的故事》BD国粤日三语中字,https://www.dytt8.net/html/gndy/dyzz/20190824/59022.html
"日期：2019-08-23 13:12:17 
点击：0 ",2019年悬疑动作《扫毒2：天地对决》HD国粤双语中字,https://www.dytt8.net/html/gndy/dyzz/20190824/59019.html
"日期：2019-08-22 11:56:57 
点击：0 ",2019年科幻动作《复仇者联盟4：终局之战》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190823/59015.html
"日期：2019-08-22 01:54:25 
点击：0 ",2018年剧情喜剧《家族之苦3》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190823/59014.html
"日期：2019-08-21 01:47:47 
点击：0 ",2019年动作喜剧《女警/女警探》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190822/59011.html
"日期：2019-08-21 02:41:26 
点击：0 ",2019年纪录片《黑人音乐教父》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190822/59010.html
"日期：2019-08-20 22:33:58 
点击：0 ",2019年惊悚《红琼/红色密令》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190821/59007.html
"日期：2019-08-20 12:31:09 
点击：0 ",2019年喜剧《极限职业/极端职业》BD韩语中字[更新],https://www.dytt8.net/html/gndy/dyzz/20190821/59006.html
"日期：2019-08-20 02:22:47 
点击：0 ",2019年悬疑惊悚《密室逃生》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190821/59005.html
"日期：2019-08-19 23:48:46 
点击：0 ",2019年动画喜剧《爱宠大机密2》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190819/59004.html
"日期：2019-08-17 01:54:11 
点击：0 ",2019年科幻动作《黑衣人：全球追缉》HD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190817/59000.html
"日期：2019-08-16 21:48:37 
点击：0 ",2019年喜剧《偷心女盗/诈骗女神》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190817/58999.html
"日期：2019-08-15 21:02:35 
点击：0 ",2019年动作《疾速备战/疾速追杀3》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190816/58996.html
"日期：2019-08-15 10:59:04 
点击：0 ",2019年纪录片《隐私大盗》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190816/58995.html
"日期：2019-08-14 01:30:04 
点击：0 ",2019年科幻动作《哥斯拉2：怪兽之王》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190814/58991.html
"日期：2019-08-12 03:59:18 
点击：0 ",2019年历史战争《凯萨里》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190813/58985.html
"日期：2019-08-12 01:38:05 
点击：0 ",2019年恐怖《魔童》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190813/58984.html
"日期：2019-08-11 21:35:51 
点击：0 ",2019年剧情音乐《火箭人》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190812/58983.html
"日期：2019-08-11 11:33:31 
点击：0 ",2019年剧情传记《JT·莱罗伊》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190812/58982.html
"日期：2019-08-11 02:02:25 
点击：0 ",2018年惊悚恐怖《八四年夏天》BD英语中字,https://www.dytt8.net/html/gndy/dyzz/20190812/58981.html
"日期：2019-08-10 02:26:20 
点击：0 ",2019年奇幻冒险《阿拉丁》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190811/58978.html
"日期：2019-08-09 12:24:08 
点击：0 ",2019年喜剧《一条狗的使命2》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190810/58975.html
"日期：2019-08-09 02:21:33 
点击：0 ",2019年惊悚悬疑《复仇》BD中字,https://www.dytt8.net/html/gndy/dyzz/20190810/58974.html
"日期：2019-08-08 02:31:50 
点击：0 ",2019年惊悚剧情《女特工》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190809/58971.html
"日期：2019-08-08 03:29:31 
点击：0 ",2019年高分获奖剧情《寄生虫》BD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190809/58970.html
"日期：2019-08-07 23:49:24 
点击：0 ",2019年悬疑《十二个想死的孩子》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190808/58967.html
"日期：2019-08-06 20:30:50 
点击：0 ",2019年惊悚剧情《伦敦往事》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190807/58961.html
"日期：2019-08-26 02:09:24 
点击：0 ",019年惊悚动作《报仇雪恨/血债血偿》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190806/58956.html
"日期：2019-08-04 20:14:19 
点击：0 ",2019年获奖剧情《沦落人》BD粤语中英双字,https://www.dytt8.net/html/gndy/dyzz/20190805/58947.html
"日期：2019-08-04 10:08:48 
点击：0 ",2019年剧情《妈阁是座城》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20190805/58946.html
"日期：2019-08-02 02:09:44 
点击：0 ",2018年剧情《他们(国际版)》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190803/58928.html
"日期：2019-08-02 00:25:48 
点击：0 ",2018年惊悚喜剧《银湖之底》BD英语中字,https://www.dytt8.net/html/gndy/dyzz/20190803/58927.html
"日期：2019-08-01 10:22:23 
点击：0 ",2019年惊悚剧情《红海潜水俱乐部》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190802/58921.html
"日期：2019-07-31 11:57:04 
点击：0 ",2018年剧情《顿巴斯/疯狂的边境》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190801/58918.html
"日期：2019-07-30 01:16:57 
点击：0 ",2019年科幻动作《黑衣人：全球追缉》HD韩版中字,https://www.dytt8.net/html/gndy/dyzz/20190731/58915.html
"日期：2019-07-29 12:29:59 
点击：0 ",2019年科幻动作《复仇者联盟4：终局之战》HD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190730/58912.html
"日期：2019-07-29 10:24:59 
点击：0 ",2019年动作喜剧《城市猎人》BD法语中字,https://www.dytt8.net/html/gndy/dyzz/20190730/58911.html
"日期：2019-07-28 18:00:18 
点击：0 ",2019年剧情传记《托尔金》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190728/58910.html
"日期：2019-07-26 02:30:54 
点击：0 ",2019年喜剧《全民追女王》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190727/58906.html
"日期：2019-07-26 02:28:15 
点击：0 ",2019年奇幻动作《雷霆沙赞！》BD国英双语双字,https://www.dytt8.net/html/gndy/dyzz/20190727/58905.html
"日期：2019-07-26 02:02:20 
点击：0 ",2019年剧情动作《武士马拉松》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190727/58904.html
"日期：2019-07-25 01:52:40 
点击：0 ",2019年科幻喜剧《魔精攻击》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190726/58903.html
"日期：2019-07-25 01:50:12 
点击：0 ",2019年剧情爱情《最好的我们》HD国语中英双字,https://www.dytt8.net/html/gndy/dyzz/20190726/58902.html
"日期：2019-07-24 01:29:10 
点击：0 ",2019年动作《追龙Ⅱ/追龙2：贼王》HD国语中字,https://www.dytt8.net/html/gndy/dyzz/20190724/58899.html
"日期：2019-07-23 11:24:07 
点击：0 ",2019年奇幻喜剧《大侦探皮卡丘》BD中英双字,https://www.dytt8.net/html/gndy/dyzz/20190724/58897.html
"日期：2019-07-23 01:21:33 
点击：0 ",2019年动画喜剧《神奇乐园历险记》BD英国粤三语双字,https://www.dytt8.net/html/gndy/dyzz/20190724/58896.html
"日期：2019-07-21 22:52:58 
点击：0 ",2019年动画喜剧《丑娃娃》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190722/58885.html
"日期：2019-09-03 22:50:55 
点击：0 ",2018年动作喜剧《印度暴徒》BD国印双语中字,https://www.dytt8.net/html/gndy/dyzz/20190722/58884.html
"日期：2019-07-21 17:44:41 
点击：0 ",2019年悬疑惊悚《化为灰烬》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190722/58883.html
"日期：2019-07-20 02:23:12 
点击：0 ",2018年喜剧《那些年，我们一起追的女孩》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190721/58882.html
"日期：2019-07-20 02:20:49 
点击：0 ",2019年剧情《不可能的事》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190721/58881.html
"日期：2019-07-18 01:51:01 
点击：0 ",2018年动作战争《T-34坦克》BD俄语中字,https://www.dytt8.net/html/gndy/dyzz/20190719/58871.html
"日期：2019-07-18 01:47:43 
点击：0 ",2018年奇幻惊悚《借来的100天》HD泰语中字,https://www.dytt8.net/html/gndy/dyzz/20190719/58870.html
"日期：2019-07-16 11:40:00 
点击：0 ",2019年动作科幻《阿丽塔：战斗天使》BD国英双语双字幕,https://www.dytt8.net/html/gndy/dyzz/20190717/58863.html
"日期：2019-07-16 11:37:37 
点击：0 ",2017年剧情战争《无名战士》BD中字,https://www.dytt8.net/html/gndy/dyzz/20190717/58862.html
"日期：2019-07-16 02:31:23 
点击：0 ",2019年悬疑惊悚《侵入者》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190717/58861.html
"日期：2019-07-15 02:28:40 
点击：0 ",2018年获奖剧情《北之樱守》BD日语中字,https://www.dytt8.net/html/gndy/dyzz/20190716/58860.html
"日期：2019-07-15 02:25:29 
点击：0 ",2019年惊悚《偶像/权力杀机》HD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190716/58859.html
"日期：2019-07-14 11:53:29 
点击：0 ",2019年纪录片《跌落的间谍》BD英语中字,https://www.dytt8.net/html/gndy/dyzz/20190715/58856.html
"日期：2019-07-14 10:38:01 
点击：0 ",2019年惊悚剧情《证人》HD韩语中字,https://www.dytt8.net/html/gndy/dyzz/20190715/58855.html
"日期：2019-07-13 18:28:41 
点击：0 ",2019年获奖剧情《幸福城市》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190713/58853.html
"日期：2019-07-13 18:26:51 
点击：0 ",2019年动作《单刀直入》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190713/58852.html
"日期：2019-07-12 19:07:30 
点击：0 ",2018年动画冒险《遗失的环节》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190712/58845.html
"日期：2019-07-12 00:50:21 
点击：0 ",2019年动作《潜行者/卧虎潜龙》HD国粤双语中字,https://www.dytt8.net/html/gndy/dyzz/20190712/58844.html
"日期：2019-07-11 10:40:59 
点击：0 ",2019年动作《地狱男爵：血皇后崛起》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190712/58843.html
"日期：2019-07-10 11:51:15 
点击：0 ",2019年喜剧《你咪理，我爱你！》BD国粤双语中字,https://www.dytt8.net/html/gndy/dyzz/20190711/58841.html
"日期：2019-07-10 01:48:25 
点击：0 ",2019年剧情传记《都是真的》BD中英双字幕,https://www.dytt8.net/html/gndy/dyzz/20190711/58840.html
"日期：2019-07-07 02:13:00 
点击：0 ",2019年动作《地狱男爵：血皇后崛起》HD韩版中英双字,https://www.dytt8.net/html/gndy/dyzz/20190708/58823.html
"日期：2019-08-27 12:21:49 
点击：0 ",2018年高分获奖《大象席地而坐》BD国语中字,https://www.dytt8.net/html/gndy/dyzz/20190706/58804.html
